LOG:  database system was shut down at 2012-07-29 23:31:50 CEST
LOG:  database system is ready to accept connections
LOG:  autovacuum launcher started
LOG:  duration: 670.360 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=87744 qcache=0 func='avg';
LOG:  duration: 4734.626 ms  statement: select a/87744, avg(b) from uk3 group by a/87744;
LOG:  duration: 669.353 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=87792 qcache=0 func='avg';
LOG:  duration: 4758.214 ms  statement: select a/87792, avg(b) from uk3 group by a/87792;
LOG:  duration: 651.775 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=87840 qcache=0 func='avg';
LOG:  duration: 4676.190 ms  statement: select a/87840, avg(b) from uk3 group by a/87840;
LOG:  duration: 656.912 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=87888 qcache=0 func='avg';
LOG:  duration: 4677.176 ms  statement: select a/87888, avg(b) from uk3 group by a/87888;
LOG:  duration: 653.079 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=87936 qcache=0 func='avg';
LOG:  duration: 4728.340 ms  statement: select a/87936, avg(b) from uk3 group by a/87936;
LOG:  duration: 654.426 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=87984 qcache=0 func='avg';
LOG:  duration: 4769.591 ms  statement: select a/87984, avg(b) from uk3 group by a/87984;
LOG:  duration: 668.854 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88032 qcache=0 func='avg';
LOG:  duration: 4738.402 ms  statement: select a/88032, avg(b) from uk3 group by a/88032;
LOG:  duration: 0.504 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88080 qcache=0 func='avg';
LOG:  duration: 4760.255 ms  statement: select a/88080, avg(b) from uk3 group by a/88080;
LOG:  duration: 0.413 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88128 qcache=0 func='avg';
LOG:  duration: 4690.061 ms  statement: select a/88128, avg(b) from uk3 group by a/88128;
LOG:  duration: 0.394 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88176 qcache=0 func='avg';
LOG:  duration: 4728.872 ms  statement: select a/88176, avg(b) from uk3 group by a/88176;
LOG:  duration: 0.393 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88224 qcache=0 func='avg';
LOG:  duration: 4756.703 ms  statement: select a/88224, avg(b) from uk3 group by a/88224;
LOG:  duration: 0.406 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88272 qcache=0 func='avg';
LOG:  duration: 4719.203 ms  statement: select a/88272, avg(b) from uk3 group by a/88272;
LOG:  duration: 0.380 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88320 qcache=0 func='avg';
LOG:  duration: 4703.179 ms  statement: select a/88320, avg(b) from uk3 group by a/88320;
LOG:  duration: 0.414 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88368 qcache=0 func='avg';
LOG:  duration: 4725.163 ms  statement: select a/88368, avg(b) from uk3 group by a/88368;
LOG:  duration: 0.504 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88416 qcache=0 func='avg';
LOG:  duration: 4712.040 ms  statement: select a/88416, avg(b) from uk3 group by a/88416;
LOG:  duration: 0.418 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88464 qcache=0 func='avg';
LOG:  duration: 4708.533 ms  statement: select a/88464, avg(b) from uk3 group by a/88464;
LOG:  duration: 0.514 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88512 qcache=0 func='avg';
LOG:  duration: 4822.202 ms  statement: select a/88512, avg(b) from uk3 group by a/88512;
LOG:  duration: 0.395 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88560 qcache=0 func='avg';
LOG:  duration: 4813.905 ms  statement: select a/88560, avg(b) from uk3 group by a/88560;
LOG:  duration: 0.417 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88608 qcache=0 func='avg';
LOG:  duration: 4797.217 ms  statement: select a/88608, avg(b) from uk3 group by a/88608;
LOG:  duration: 0.456 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88656 qcache=0 func='avg';
LOG:  duration: 4695.721 ms  statement: select a/88656, avg(b) from uk3 group by a/88656;
LOG:  duration: 0.435 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88704 qcache=0 func='avg';
LOG:  duration: 5057.436 ms  statement: select a/88704, avg(b) from uk3 group by a/88704;
LOG:  duration: 0.414 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88752 qcache=0 func='avg';
LOG:  duration: 4994.157 ms  statement: select a/88752, avg(b) from uk3 group by a/88752;
LOG:  duration: 0.384 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88800 qcache=0 func='avg';
LOG:  duration: 4919.414 ms  statement: select a/88800, avg(b) from uk3 group by a/88800;
LOG:  duration: 0.436 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88848 qcache=0 func='avg';
LOG:  duration: 4712.941 ms  statement: select a/88848, avg(b) from uk3 group by a/88848;
LOG:  duration: 0.397 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88896 qcache=0 func='avg';
LOG:  duration: 4704.287 ms  statement: select a/88896, avg(b) from uk3 group by a/88896;
LOG:  duration: 0.450 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88944 qcache=0 func='avg';
LOG:  duration: 4617.264 ms  statement: select a/88944, avg(b) from uk3 group by a/88944;
LOG:  duration: 0.382 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=88992 qcache=0 func='avg';
LOG:  duration: 4892.800 ms  statement: select a/88992, avg(b) from uk3 group by a/88992;
LOG:  duration: 0.726 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=89040 qcache=0 func='avg';
LOG:  duration: 4690.169 ms  statement: select a/89040, avg(b) from uk3 group by a/89040;
LOG:  duration: 0.566 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=89088 qcache=0 func='avg';
LOG:  duration: 4751.804 ms  statement: select a/89088, avg(b) from uk3 group by a/89088;
LOG:  duration: 0.501 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=89136 qcache=0 func='avg';
LOG:  duration: 4781.052 ms  statement: select a/89136, avg(b) from uk3 group by a/89136;
LOG:  duration: 0.502 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=89184 qcache=0 func='avg';
LOG:  duration: 4817.726 ms  statement: select a/89184, avg(b) from uk3 group by a/89184;
LOG:  duration: 0.419 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=89232 qcache=0 func='avg';
LOG:  duration: 4732.486 ms  statement: select a/89232, avg(b) from uk3 group by a/89232;
LOG:  duration: 0.398 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=89280 qcache=0 func='avg';
LOG:  duration: 4784.571 ms  statement: select a/89280, avg(b) from uk3 group by a/89280;
LOG:  duration: 0.420 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=89328 qcache=0 func='avg';
LOG:  duration: 4744.878 ms  statement: select a/89328, avg(b) from uk3 group by a/89328;
LOG:  duration: 0.402 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=89376 qcache=0 func='avg';
LOG:  duration: 4761.000 ms  statement: select a/89376, avg(b) from uk3 group by a/89376;
LOG:  duration: 1.403 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=89424 qcache=0 func='avg';
LOG:  duration: 4763.997 ms  statement: select a/89424, avg(b) from uk3 group by a/89424;
LOG:  duration: 0.564 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=89472 qcache=0 func='avg';
LOG:  duration: 4743.295 ms  statement: select a/89472, avg(b) from uk3 group by a/89472;
LOG:  duration: 0.775 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=89520 qcache=0 func='avg';
LOG:  duration: 5104.983 ms  statement: select a/89520, avg(b) from uk3 group by a/89520;
LOG:  duration: 0.425 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=89568 qcache=0 func='avg';
LOG:  duration: 5050.965 ms  statement: select a/89568, avg(b) from uk3 group by a/89568;
LOG:  duration: 0.404 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=89616 qcache=0 func='avg';
LOG:  duration: 4708.702 ms  statement: select a/89616, avg(b) from uk3 group by a/89616;
LOG:  duration: 0.383 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=89664 qcache=0 func='avg';
LOG:  duration: 5146.278 ms  statement: select a/89664, avg(b) from uk3 group by a/89664;
LOG:  duration: 0.470 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=89712 qcache=0 func='avg';
LOG:  duration: 5061.846 ms  statement: select a/89712, avg(b) from uk3 group by a/89712;
LOG:  duration: 0.558 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=89760 qcache=0 func='avg';
LOG:  duration: 4663.715 ms  statement: select a/89760, avg(b) from uk3 group by a/89760;
LOG:  duration: 0.394 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=89808 qcache=0 func='avg';
LOG:  duration: 4686.604 ms  statement: select a/89808, avg(b) from uk3 group by a/89808;
LOG:  duration: 0.412 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=89856 qcache=0 func='avg';
LOG:  duration: 4629.977 ms  statement: select a/89856, avg(b) from uk3 group by a/89856;
LOG:  duration: 0.434 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=89904 qcache=0 func='avg';
LOG:  duration: 4734.410 ms  statement: select a/89904, avg(b) from uk3 group by a/89904;
LOG:  duration: 0.582 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=89952 qcache=0 func='avg';
LOG:  duration: 4659.941 ms  statement: select a/89952, avg(b) from uk3 group by a/89952;
LOG:  duration: 0.559 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90000 qcache=0 func='avg';
LOG:  duration: 4756.723 ms  statement: select a/90000, avg(b) from uk3 group by a/90000;
LOG:  duration: 0.672 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90048 qcache=0 func='avg';
LOG:  duration: 4771.510 ms  statement: select a/90048, avg(b) from uk3 group by a/90048;
LOG:  duration: 0.472 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90096 qcache=0 func='avg';
LOG:  duration: 4772.770 ms  statement: select a/90096, avg(b) from uk3 group by a/90096;
LOG:  duration: 0.517 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90144 qcache=0 func='avg';
LOG:  duration: 4740.397 ms  statement: select a/90144, avg(b) from uk3 group by a/90144;
LOG:  duration: 0.625 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90192 qcache=0 func='avg';
LOG:  duration: 4697.241 ms  statement: select a/90192, avg(b) from uk3 group by a/90192;
LOG:  duration: 692.457 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90240 qcache=0 func='avg';
LOG:  duration: 4799.808 ms  statement: select a/90240, avg(b) from uk3 group by a/90240;
LOG:  duration: 654.475 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90288 qcache=0 func='avg';
LOG:  duration: 4747.004 ms  statement: select a/90288, avg(b) from uk3 group by a/90288;
LOG:  duration: 671.388 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90336 qcache=0 func='avg';
LOG:  duration: 4769.481 ms  statement: select a/90336, avg(b) from uk3 group by a/90336;
LOG:  duration: 660.918 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90384 qcache=0 func='avg';
LOG:  duration: 4823.783 ms  statement: select a/90384, avg(b) from uk3 group by a/90384;
LOG:  duration: 660.492 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90432 qcache=0 func='avg';
LOG:  duration: 4723.780 ms  statement: select a/90432, avg(b) from uk3 group by a/90432;
LOG:  duration: 675.756 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90480 qcache=0 func='avg';
LOG:  duration: 4723.343 ms  statement: select a/90480, avg(b) from uk3 group by a/90480;
LOG:  duration: 670.090 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90528 qcache=0 func='avg';
LOG:  duration: 4770.492 ms  statement: select a/90528, avg(b) from uk3 group by a/90528;
LOG:  duration: 660.837 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90576 qcache=0 func='avg';
LOG:  duration: 4796.359 ms  statement: select a/90576, avg(b) from uk3 group by a/90576;
LOG:  duration: 673.578 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90624 qcache=0 func='avg';
LOG:  duration: 4731.187 ms  statement: select a/90624, avg(b) from uk3 group by a/90624;
LOG:  duration: 685.003 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90672 qcache=0 func='avg';
LOG:  duration: 4785.671 ms  statement: select a/90672, avg(b) from uk3 group by a/90672;
LOG:  duration: 665.685 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90720 qcache=0 func='avg';
LOG:  duration: 4735.001 ms  statement: select a/90720, avg(b) from uk3 group by a/90720;
LOG:  duration: 666.262 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90768 qcache=0 func='avg';
LOG:  duration: 4732.249 ms  statement: select a/90768, avg(b) from uk3 group by a/90768;
LOG:  duration: 673.874 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90816 qcache=0 func='avg';
LOG:  duration: 4815.954 ms  statement: select a/90816, avg(b) from uk3 group by a/90816;
LOG:  duration: 686.000 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90864 qcache=0 func='avg';
LOG:  duration: 5080.704 ms  statement: select a/90864, avg(b) from uk3 group by a/90864;
LOG:  duration: 673.505 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90912 qcache=0 func='avg';
LOG:  duration: 4870.804 ms  statement: select a/90912, avg(b) from uk3 group by a/90912;
LOG:  duration: 677.888 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=90960 qcache=0 func='avg';
LOG:  duration: 4819.152 ms  statement: select a/90960, avg(b) from uk3 group by a/90960;
LOG:  duration: 661.509 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91008 qcache=0 func='avg';
LOG:  duration: 4742.905 ms  statement: select a/91008, avg(b) from uk3 group by a/91008;
LOG:  duration: 673.797 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91056 qcache=0 func='avg';
LOG:  duration: 4770.248 ms  statement: select a/91056, avg(b) from uk3 group by a/91056;
LOG:  duration: 682.074 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91104 qcache=0 func='avg';
LOG:  duration: 4869.744 ms  statement: select a/91104, avg(b) from uk3 group by a/91104;
LOG:  duration: 666.573 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91152 qcache=0 func='avg';
LOG:  duration: 4755.320 ms  statement: select a/91152, avg(b) from uk3 group by a/91152;
LOG:  duration: 702.532 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91200 qcache=0 func='avg';
LOG:  duration: 4954.685 ms  statement: select a/91200, avg(b) from uk3 group by a/91200;
LOG:  duration: 672.115 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91248 qcache=0 func='avg';
LOG:  duration: 4791.925 ms  statement: select a/91248, avg(b) from uk3 group by a/91248;
LOG:  duration: 681.548 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91296 qcache=0 func='avg';
LOG:  duration: 4764.184 ms  statement: select a/91296, avg(b) from uk3 group by a/91296;
LOG:  duration: 689.619 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91344 qcache=0 func='avg';
LOG:  duration: 4808.268 ms  statement: select a/91344, avg(b) from uk3 group by a/91344;
LOG:  duration: 663.831 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91392 qcache=0 func='avg';
LOG:  duration: 4751.392 ms  statement: select a/91392, avg(b) from uk3 group by a/91392;
LOG:  duration: 682.532 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91440 qcache=0 func='avg';
LOG:  duration: 4797.108 ms  statement: select a/91440, avg(b) from uk3 group by a/91440;
LOG:  duration: 675.912 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91488 qcache=0 func='avg';
LOG:  duration: 4747.620 ms  statement: select a/91488, avg(b) from uk3 group by a/91488;
LOG:  duration: 669.754 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91536 qcache=0 func='avg';
LOG:  duration: 4773.459 ms  statement: select a/91536, avg(b) from uk3 group by a/91536;
LOG:  duration: 685.350 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91584 qcache=0 func='avg';
LOG:  duration: 4726.153 ms  statement: select a/91584, avg(b) from uk3 group by a/91584;
LOG:  duration: 688.271 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91632 qcache=0 func='avg';
LOG:  duration: 4724.598 ms  statement: select a/91632, avg(b) from uk3 group by a/91632;
LOG:  duration: 663.390 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91680 qcache=0 func='avg';
LOG:  duration: 4790.480 ms  statement: select a/91680, avg(b) from uk3 group by a/91680;
LOG:  duration: 670.785 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91728 qcache=0 func='avg';
LOG:  duration: 4816.651 ms  statement: select a/91728, avg(b) from uk3 group by a/91728;
LOG:  duration: 686.439 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91776 qcache=0 func='avg';
LOG:  duration: 4760.302 ms  statement: select a/91776, avg(b) from uk3 group by a/91776;
LOG:  duration: 685.937 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91824 qcache=0 func='avg';
LOG:  duration: 4817.707 ms  statement: select a/91824, avg(b) from uk3 group by a/91824;
LOG:  duration: 681.379 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91872 qcache=0 func='avg';
LOG:  duration: 4833.908 ms  statement: select a/91872, avg(b) from uk3 group by a/91872;
LOG:  duration: 686.810 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91920 qcache=0 func='avg';
LOG:  duration: 4821.624 ms  statement: select a/91920, avg(b) from uk3 group by a/91920;
LOG:  duration: 668.163 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=91968 qcache=0 func='avg';
LOG:  duration: 4873.578 ms  statement: select a/91968, avg(b) from uk3 group by a/91968;
LOG:  duration: 686.111 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92016 qcache=0 func='avg';
LOG:  duration: 4773.312 ms  statement: select a/92016, avg(b) from uk3 group by a/92016;
LOG:  duration: 671.486 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92064 qcache=0 func='avg';
LOG:  duration: 4835.568 ms  statement: select a/92064, avg(b) from uk3 group by a/92064;
LOG:  duration: 680.953 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92112 qcache=0 func='avg';
LOG:  duration: 4847.120 ms  statement: select a/92112, avg(b) from uk3 group by a/92112;
LOG:  duration: 683.522 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92160 qcache=0 func='avg';
LOG:  duration: 4842.644 ms  statement: select a/92160, avg(b) from uk3 group by a/92160;
LOG:  duration: 688.502 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92208 qcache=0 func='avg';
LOG:  duration: 4791.031 ms  statement: select a/92208, avg(b) from uk3 group by a/92208;
LOG:  duration: 697.350 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92256 qcache=0 func='avg';
LOG:  duration: 4767.058 ms  statement: select a/92256, avg(b) from uk3 group by a/92256;
LOG:  duration: 664.544 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92304 qcache=0 func='avg';
LOG:  duration: 4852.392 ms  statement: select a/92304, avg(b) from uk3 group by a/92304;
LOG:  duration: 0.500 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92352 qcache=0 func='avg';
LOG:  duration: 4843.025 ms  statement: select a/92352, avg(b) from uk3 group by a/92352;
LOG:  duration: 0.569 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92400 qcache=0 func='avg';
LOG:  duration: 4842.210 ms  statement: select a/92400, avg(b) from uk3 group by a/92400;
LOG:  duration: 0.510 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92448 qcache=0 func='avg';
LOG:  duration: 4771.011 ms  statement: select a/92448, avg(b) from uk3 group by a/92448;
LOG:  duration: 0.481 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92496 qcache=0 func='avg';
LOG:  duration: 4801.667 ms  statement: select a/92496, avg(b) from uk3 group by a/92496;
LOG:  duration: 0.443 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92544 qcache=0 func='avg';
LOG:  duration: 4787.763 ms  statement: select a/92544, avg(b) from uk3 group by a/92544;
LOG:  duration: 0.396 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92592 qcache=0 func='avg';
LOG:  duration: 4830.619 ms  statement: select a/92592, avg(b) from uk3 group by a/92592;
LOG:  duration: 0.492 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92640 qcache=0 func='avg';
LOG:  duration: 4782.513 ms  statement: select a/92640, avg(b) from uk3 group by a/92640;
LOG:  duration: 0.404 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92688 qcache=0 func='avg';
LOG:  duration: 4773.509 ms  statement: select a/92688, avg(b) from uk3 group by a/92688;
LOG:  duration: 0.402 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92736 qcache=0 func='avg';
LOG:  duration: 4724.268 ms  statement: select a/92736, avg(b) from uk3 group by a/92736;
LOG:  duration: 0.472 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92784 qcache=0 func='avg';
LOG:  duration: 4764.115 ms  statement: select a/92784, avg(b) from uk3 group by a/92784;
LOG:  duration: 0.424 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92832 qcache=0 func='avg';
LOG:  duration: 4806.861 ms  statement: select a/92832, avg(b) from uk3 group by a/92832;
LOG:  duration: 0.427 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92880 qcache=0 func='avg';
LOG:  duration: 4807.574 ms  statement: select a/92880, avg(b) from uk3 group by a/92880;
LOG:  duration: 0.415 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92928 qcache=0 func='avg';
LOG:  duration: 4826.457 ms  statement: select a/92928, avg(b) from uk3 group by a/92928;
LOG:  duration: 0.534 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=92976 qcache=0 func='avg';
LOG:  duration: 4801.070 ms  statement: select a/92976, avg(b) from uk3 group by a/92976;
LOG:  duration: 0.402 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93024 qcache=0 func='avg';
LOG:  duration: 4867.693 ms  statement: select a/93024, avg(b) from uk3 group by a/93024;
LOG:  duration: 0.565 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93072 qcache=0 func='avg';
LOG:  duration: 4752.584 ms  statement: select a/93072, avg(b) from uk3 group by a/93072;
LOG:  duration: 0.367 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93120 qcache=0 func='avg';
LOG:  duration: 4786.061 ms  statement: select a/93120, avg(b) from uk3 group by a/93120;
LOG:  duration: 1.437 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93168 qcache=0 func='avg';
LOG:  duration: 5269.796 ms  statement: select a/93168, avg(b) from uk3 group by a/93168;
LOG:  duration: 0.426 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93216 qcache=0 func='avg';
LOG:  duration: 4777.917 ms  statement: select a/93216, avg(b) from uk3 group by a/93216;
LOG:  duration: 0.425 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93264 qcache=0 func='avg';
LOG:  duration: 5077.345 ms  statement: select a/93264, avg(b) from uk3 group by a/93264;
LOG:  duration: 0.562 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93312 qcache=0 func='avg';
LOG:  duration: 5219.402 ms  statement: select a/93312, avg(b) from uk3 group by a/93312;
LOG:  duration: 0.536 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93360 qcache=0 func='avg';
LOG:  duration: 4717.538 ms  statement: select a/93360, avg(b) from uk3 group by a/93360;
LOG:  duration: 0.653 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93408 qcache=0 func='avg';
LOG:  duration: 5000.347 ms  statement: select a/93408, avg(b) from uk3 group by a/93408;
LOG:  duration: 0.432 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93456 qcache=0 func='avg';
LOG:  duration: 4744.596 ms  statement: select a/93456, avg(b) from uk3 group by a/93456;
LOG:  duration: 0.461 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93504 qcache=0 func='avg';
LOG:  duration: 4767.072 ms  statement: select a/93504, avg(b) from uk3 group by a/93504;
LOG:  duration: 0.646 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93552 qcache=0 func='avg';
LOG:  duration: 4807.414 ms  statement: select a/93552, avg(b) from uk3 group by a/93552;
LOG:  duration: 0.402 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93600 qcache=0 func='avg';
LOG:  duration: 4839.264 ms  statement: select a/93600, avg(b) from uk3 group by a/93600;
LOG:  duration: 0.494 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93648 qcache=0 func='avg';
LOG:  duration: 4819.831 ms  statement: select a/93648, avg(b) from uk3 group by a/93648;
LOG:  duration: 0.402 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93696 qcache=0 func='avg';
LOG:  duration: 4834.595 ms  statement: select a/93696, avg(b) from uk3 group by a/93696;
LOG:  duration: 0.545 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93744 qcache=0 func='avg';
LOG:  duration: 4939.618 ms  statement: select a/93744, avg(b) from uk3 group by a/93744;
LOG:  duration: 0.438 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93792 qcache=0 func='avg';
LOG:  duration: 4771.221 ms  statement: select a/93792, avg(b) from uk3 group by a/93792;
LOG:  duration: 0.430 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93840 qcache=0 func='avg';
LOG:  duration: 4765.793 ms  statement: select a/93840, avg(b) from uk3 group by a/93840;
LOG:  duration: 1.163 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93888 qcache=0 func='avg';
LOG:  duration: 4888.922 ms  statement: select a/93888, avg(b) from uk3 group by a/93888;
LOG:  duration: 0.446 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93936 qcache=0 func='avg';
LOG:  duration: 4778.412 ms  statement: select a/93936, avg(b) from uk3 group by a/93936;
LOG:  duration: 0.447 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=93984 qcache=0 func='avg';
LOG:  duration: 4787.997 ms  statement: select a/93984, avg(b) from uk3 group by a/93984;
LOG:  duration: 0.416 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94032 qcache=0 func='avg';
LOG:  duration: 5295.661 ms  statement: select a/94032, avg(b) from uk3 group by a/94032;
LOG:  duration: 0.659 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94080 qcache=0 func='avg';
LOG:  duration: 4660.963 ms  statement: select a/94080, avg(b) from uk3 group by a/94080;
LOG:  duration: 0.713 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94128 qcache=0 func='avg';
LOG:  duration: 4792.067 ms  statement: select a/94128, avg(b) from uk3 group by a/94128;
LOG:  duration: 0.422 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94176 qcache=0 func='avg';
LOG:  duration: 4740.628 ms  statement: select a/94176, avg(b) from uk3 group by a/94176;
LOG:  duration: 0.389 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94224 qcache=0 func='avg';
LOG:  duration: 4790.291 ms  statement: select a/94224, avg(b) from uk3 group by a/94224;
LOG:  duration: 0.564 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94272 qcache=0 func='avg';
LOG:  duration: 4818.636 ms  statement: select a/94272, avg(b) from uk3 group by a/94272;
LOG:  duration: 0.393 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94320 qcache=0 func='avg';
LOG:  duration: 4791.175 ms  statement: select a/94320, avg(b) from uk3 group by a/94320;
